id,sex,semestre,carrera,tipo_colegio,pps_actual_20,pps_anterior_20,horas_de_estudio_semana,horas_trabajo_semana,horas_deporte,horas_cultura,horas_extracurriculares,horas_sueno,estres,apoyo_social,autoeficacia_academica,entregas_tarea_puntual,ingresos_mensual_cat,ingresos_mensual,tipo_financiamiento,costo_servicio_mensual_cat,horas_pantalla_no_academica,deuda_academica_flag,deuda_academica_months,puntualidad_pago,indice_financiero,rendimiento,asistencia_total_pct,indice_procrastinacion,alimentacion,phc_score,tiene_hijos,desercion
3635,M,2,Ciencias_Sociales,Concertado,17.67,15.17,12.13,18.981864572652007,50.24729001837442,53.06447907999637,80.0,4.99,22.39,92.64,62.96,90.24,Muy_bajo,300,Credito,Bajo,4.28948684329457,0,0,Puntual,51.96,76.1,12.28,18.25,5.87,90.28,1,0
3636,F,6,Artes,Privado,12.07,12.42,5.66,67.23312411239701,25.686253645081365,62.50090886955113,80.0,4.01,73.01,62.67,49.49,72.75,Medio,1200,Financiamiento_familiar,Muy_bajo,16.749456441054964,1,1,Impuntual,26.49,65.83,50.06,36.43,7.0,0.0,0,1
3637,F,6,Artes,Concertado,12.26,14.74,6.44,55.6877790629473,18.3855074549587,23.497455061191907,46.34761757445936,9.28,31.76,57.59,43.17,57.73,Medio,1200,Financiamiento_familiar,Bajo,16.33887148813698,0,0,Puntual,69.93,49.4,0.0,46.32,7.0,22.68,1,1
3638,M,3,Salud,Publico,12.92,13.77,7.3,36.46366108209213,70.54447626646598,36.291903438569086,80.0,18.96,0.0,37.91,47.39,70.35,Bajo,600,Pago_directo,Bajo,13.454723814271476,0,0,Puntual,57.5,76.47,87.35,48.26,7.0,58.52,0,1
3639,M,4,Ciencias,Concertado,8.39,6.94,6.29,2.352406174436217,45.57350957128092,6.9256514848480855,55.91269109039287,4.24,17.49,28.46,34.6,80.18,Medio,1200,Beca_total,Bajo,5.536863103722025,0,0,Puntual,76.1,69.38,99.58,34.79,7.0,30.03,0,0
3640,M,4,Ciencias,Concertado,12.88,13.08,15.14,21.29634963471065,56.31193695452428,5.422755331604607,62.59451459097767,2.81,23.49,48.01,56.84,67.7,Muy_bajo,300,Pago_directo,Bajo,10.857633206054555,1,1,Impuntual,12.82,67.45,50.55,42.55,6.21,88.72,0,0
3641,M,6,Ciencias,Publico,17.23,17.52,17.03,58.3117994500611,74.02710561373019,26.327322379848113,80.0,0.76,82.44,36.61,62.05,73.06,Medio,1200,Beca_parcial,Bajo,15.260585310697648,0,0,Impuntual,46.48,80.32,51.09,16.91,7.0,0.0,0,1
3642,F,3,Negocios,Publico,11.75,13.03,9.86,40.990978807601834,16.43180401006015,65.81961747728332,80.0,9.98,21.53,85.4,56.63,75.42,Medio,1200,Credito,Bajo,21.69894720711876,0,0,Puntual,79.7,74.35,81.83,26.88,7.0,30.02,0,0
3643,M,2,Salud,Concertado,11.07,12.81,10.47,34.842599558596,28.044341583302035,47.813203891193076,78.80357468404169,6.77,54.25,2.88,38.23,68.72,Medio,1200,Beca_parcial,Bajo,19.838205845761134,0,0,Puntual,70.71,53.36,18.72,34.48,7.0,67.62,0,1
3644,M,2,Salud,Concertado,6.71,8.44,1.27,25.09435206239262,34.75600442017178,33.960816248707566,70.44693325660725,7.01,37.54,48.01,36.77,50.69,Bajo,600,Pago_directo,Bajo,15.771741589082907,1,1,Puntual,21.24,41.89,35.08,59.77,7.0,66.74,0,1
3645,F,4,Ciencias,Concertado,12.55,14.36,12.84,48.554546446161915,18.631560857303207,77.35921905925493,80.0,23.57,0.0,83.66,45.27,74.43,Medio,1200,Financiamiento_familiar,Muy_bajo,6.6122760228449735,0,0,Impuntual,47.31,74.96,81.8,56.45,7.0,61.12,1,1
3646,M,3,Salud,Concertado,14.98,16.95,10.51,77.31083082973514,67.2336431801572,35.37355936340656,80.0,4.66,79.38,2.76,38.01,62.72,Bajo,600,Financiamiento_familiar,Bajo,5.9572612309511275,1,1,Puntual,30.89,61.66,18.93,37.82,7.0,37.24,0,1
3647,F,3,Ciencias_Sociales,Concertado,4.35,3.71,0.91,72.08989146380048,6.672248727428851,37.51034186300585,47.97115945201577,11.0,43.85,28.23,32.4,63.09,Medio,1200,Financiamiento_familiar,Bajo,20.641435794646767,0,0,Puntual,76.53,47.81,71.71,55.41,7.0,15.84,0,1
3648,M,1,Salud,Concertado,12.31,11.7,3.57,2.4398350467425622,19.132754547093196,79.40237419321697,80.0,23.67,0.0,5.15,40.26,55.32,Bajo,600,Financiamiento_familiar,Muy_bajo,16.665017376900252,1,1,Puntual,34.18,66.09,69.84,35.94,7.0,41.63,0,0
3649,F,5,Ingenieria,Publico,2.31,2.13,3.63,38.47630580667566,15.282730911898241,10.509017111181995,29.873095369966638,0.73,69.7,54.5,32.37,69.87,Medio,1200,Pago_directo,Bajo,9.875248886913614,0,0,Puntual,63.99,42.66,64.72,64.09,7.0,2.11,0,1
3650,Other,2,Negocios,Concertado,12.75,13.79,3.08,26.357543843755813,76.27133829455072,20.449113524554328,80.0,16.72,0.0,31.67,32.34,68.35,Muy_bajo,300,Credito,Bajo,24.0,0,0,Puntual,53.47,67.07,59.49,41.73,6.86,59.64,0,1
3651,F,2,Ciencias_Sociales,Publico,12.27,9.88,11.86,40.84837298718408,50.18833296689848,36.264550471124515,80.0,8.91,42.36,95.97,57.53,83.03,Bajo,600,Financiamiento_familiar,Bajo,22.32329893236908,1,1,Impuntual,1.97,74.75,70.24,48.45,7.0,69.65,0,0
3652,M,3,Ciencias_Sociales,Publico,17.5,16.99,16.71,48.49709518973718,57.297216804933974,45.70336928303434,80.0,21.75,0.0,61.63,58.61,85.87,Bajo,600,Beca_parcial,Muy_bajo,17.04314539684856,0,0,Puntual,67.55,91.37,81.17,46.34,7.0,0.0,0,0
3653,F,2,Ciencias,Publico,17.83,15.74,13.73,16.002245439803744,8.673688048715631,11.846597224939215,21.141261551008817,21.89,0.0,56.18,43.26,83.68,Medio,1200,Financiamiento_familiar,Bajo,9.781681733431236,1,1,Puntual,30.07,94.31,97.97,46.01,7.0,41.91,0,0
3654,M,4,Negocios,Concertado,8.52,9.29,8.59,62.5254455638605,15.52084456095872,26.30580606802365,43.986513971975754,9.29,40.41,86.72,41.36,55.37,Medio,1200,Pago_directo,Bajo,8.414782746601174,0,0,Puntual,65.21,40.94,6.62,50.23,7.0,39.54,0,1
3655,M,3,Negocios,Concertado,6.63,5.65,7.27,38.005444006877305,64.79107771236954,17.621104679533637,80.0,5.32,38.99,22.36,32.63,71.27,Alto,3000,Financiamiento_familiar,Bajo,23.566519264407283,0,0,Puntual,100.0,60.32,90.67,51.07,7.0,0.0,0,1
3656,M,3,Artes,Privado,13.93,11.75,6.96,79.36048439185969,45.41846868778552,67.99168360310856,80.0,10.27,51.33,51.22,52.84,64.33,Medio,1200,Pago_directo,Bajo,11.555669194068406,0,0,Puntual,60.44,71.78,62.36,45.62,7.0,81.54,0,0
3657,M,4,Ciencias,Publico,19.46,17.5,10.82,2.010190859484897,3.609721973823179,66.76959436432733,70.43059362858564,23.17,0.0,54.28,56.07,76.91,Muy_bajo,300,Credito,Bajo,19.726437845877435,1,1,Impuntual,9.42,87.95,57.86,26.3,7.0,45.48,0,0
3658,F,2,Negocios,Publico,5.75,7.73,6.47,15.17753409491668,45.253581289471036,19.186977235623175,66.61978358302467,6.75,14.14,8.21,43.57,54.74,Medio,1200,Financiamiento_familiar,Bajo,23.743625802501434,0,0,Puntual,73.09,42.55,40.53,59.51,7.0,70.8,0,1
3659,F,1,Artes,Publico,10.46,12.21,4.07,55.17038404483185,38.03083494671459,34.79409629175676,72.90470117882585,23.55,0.0,93.21,50.59,51.74,Muy_bajo,300,Credito,Bajo,12.843491494370038,1,3,Puntual,23.91,51.18,28.15,51.77,7.0,14.54,0,1
3660,F,7,Ciencias,Publico,14.9,16.16,10.85,55.6143797220447,12.295495902313869,52.13139638187173,66.10799987539366,19.67,14.95,65.02,59.73,64.67,Medio,1200,Pago_directo,Bajo,16.58447618646297,0,0,Puntual,62.83,71.97,50.34,45.49,7.0,56.88,0,0
3661,F,3,Ciencias_Sociales,Concertado,12.93,11.82,7.03,46.575057953355596,47.43526658311829,3.8530540790917023,53.05859911366497,6.42,49.96,88.81,49.97,70.19,Medio,1200,Credito,Bajo,2.91616309691594,0,0,Impuntual,46.19,69.99,60.48,42.3,7.0,0.0,0,1
3662,F,3,Ciencias,Publico,5.9,5.89,0.25,77.7568022952503,13.90541051323547,70.68864957821509,80.0,18.99,20.7,98.25,47.43,58.48,Muy_bajo,300,Financiamiento_familiar,Muy_bajo,16.61337922872339,1,1,Impuntual,0.0,45.5,45.53,47.57,7.0,2.31,0,1
3663,M,1,Salud,Concertado,3.63,5.84,0.4,33.22520069759467,64.91600849623991,40.88189600098339,80.0,1.2,73.22,42.97,34.52,57.82,Medio,1200,Pago_directo,Bajo,6.59280571647966,1,1,Puntual,30.12,30.31,13.32,71.54,7.0,1.21,0,1
3664,M,3,Artes,Concertado,8.13,9.99,4.93,33.36294496540155,49.47914632330905,18.12311222924727,72.16651638531937,13.15,7.57,75.37,36.85,76.19,Medio,1200,Pago_directo,Bajo,16.988885547421102,0,0,Impuntual,47.36,55.17,48.45,44.81,7.0,55.73,1,1
3665,F,4,Ingenieria,Publico,9.58,10.57,9.22,72.83810905793386,69.70493759686943,31.74040141562333,80.0,8.58,67.28,57.76,35.9,55.47,Bajo,600,Financiamiento_familiar,Bajo,3.586387546003928,1,12,Puntual,38.05,50.74,37.34,58.06,7.0,90.7,0,0
3666,M,4,Artes,Privado,6.03,7.51,6.38,43.075342559744854,33.97330104434276,72.13363367754506,80.0,10.25,18.15,97.71,39.87,44.93,Bajo,600,Credito,Bajo,13.22802932953565,0,0,Puntual,59.59,33.09,11.2,67.15,7.0,72.1,0,1
3667,F,5,Artes,Publico,1.8,1.0,0.43,28.298212926848034,40.9536711505078,1.9826551252159952,44.46942184718958,11.35,18.96,24.72,29.84,66.1,Bajo,600,Financiamiento_familiar,Muy_bajo,13.952808646133407,0,0,Impuntual,42.01,31.93,31.66,72.42,7.0,33.47,0,1
3668,M,1,Ciencias,Publico,9.97,11.11,4.02,57.51503886670872,60.84675666917131,11.42324476225638,75.85737511290026,12.07,33.52,1.38,34.85,79.53,Alto,3000,Credito,Bajo,12.362373483884234,0,0,Puntual,100.0,59.42,44.51,37.9,7.0,19.36,0,1
3669,M,2,Ciencias,Privado,4.66,4.56,1.74,49.5736494550022,43.70209525619076,15.419107243960033,62.803516745637694,15.75,25.51,18.59,30.93,45.91,Muy_bajo,300,Financiamiento_familiar,Bajo,19.582908691546375,0,0,Puntual,54.02,45.24,76.06,71.08,4.97,42.96,0,1
3670,M,6,Ciencias,Privado,20.0,18.44,17.08,24.51280402292732,45.75873494121104,4.8089795287716885,52.46365609555395,16.72,0.0,7.8,56.54,71.52,Bajo,600,Pago_directo,Bajo,18.70926714639728,1,2,Impuntual,11.67,82.9,37.46,30.04,7.0,15.74,0,0
3671,M,7,Ciencias_Sociales,Publico,13.26,15.55,5.63,23.83430384649725,44.26711899221233,18.02046207834585,65.11550750169786,23.42,0.0,43.7,50.16,82.23,Muy_bajo,300,Beca_parcial,Muy_bajo,17.74348119992135,1,12,Impuntual,0.0,64.13,21.62,39.52,4.59,57.09,0,1
3672,M,1,Ciencias,Publico,10.13,11.98,0.27,31.64902380218038,39.30523989912644,65.37247718128582,80.0,18.31,0.0,7.74,42.29,54.89,Muy_bajo,300,Financiamiento_familiar,Bajo,16.02408844732921,1,6,Impuntual,0.0,43.29,0.05,43.25,4.08,48.46,0,1
3673,F,3,Salud,Publico,14.08,15.79,11.89,5.729605252815491,64.45575929045204,42.16613852353204,80.0,16.51,0.0,17.02,48.46,69.27,Medio,1200,Pago_directo,Bajo,22.300174417190718,0,0,Puntual,71.68,73.88,66.08,29.74,7.0,35.78,0,0
3674,M,2,Ciencias,Publico,7.19,6.73,4.18,75.40935219901112,38.81693133950649,48.4346268135112,80.0,9.42,47.59,9.63,34.56,56.46,Bajo,600,Beca_parcial,Bajo,14.574647686770007,1,3,Impuntual,0.96,49.1,54.21,37.97,7.0,0.0,1,1
3675,F,1,Ciencias_Sociales,Privado,13.35,11.96,10.2,14.641603215733205,72.06356367354223,12.470804249794956,80.0,2.83,32.37,48.68,48.11,72.73,Alto,3000,Financiamiento_familiar,Bajo,8.812987665624613,0,0,Puntual,90.72,61.77,21.6,22.66,7.0,0.0,0,0
3676,M,2,Salud,Concertado,4.65,5.42,2.71,15.505944186217642,64.68933168232346,22.265217361655473,80.0,1.41,59.28,21.68,27.58,62.55,Bajo,600,Pago_directo,Muy_bajo,2.9130599607971193,0,0,Puntual,52.09,44.69,58.69,74.63,7.0,40.97,0,1
3677,M,1,Ciencias,Publico,14.76,14.76,17.71,51.763072401366216,55.39520451512941,73.39905887681391,80.0,11.46,41.39,42.1,50.46,79.71,Bajo,600,Pago_directo,Bajo,13.687152003530482,0,0,Puntual,54.66,84.84,91.87,41.38,7.0,26.87,0,0
3678,M,5,Ciencias,Privado,17.23,18.11,17.46,57.9397637839849,71.8926805248271,16.835202235204598,80.0,16.04,20.24,8.89,47.29,66.48,Muy_bajo,300,Financiamiento_familiar,Bajo,6.228243722658072,1,1,Impuntual,0.0,79.91,61.96,38.12,7.0,38.0,0,0
3679,F,4,Negocios,Publico,17.61,17.17,11.81,58.946836767989794,42.96746487369514,72.53948937414668,80.0,15.6,17.04,51.69,44.58,92.88,Alto,3000,Beca_total,Muy_bajo,9.816434741981965,0,0,Impuntual,75.12,84.06,49.43,26.47,7.0,0.0,0,1
3680,M,1,Negocios,Publico,20.0,20.0,12.73,30.006001880338484,65.74727469790643,53.057096111905004,80.0,22.87,0.0,13.01,52.44,84.09,Muy_bajo,300,Beca_parcial,Bajo,1.5626261051776185,0,0,Puntual,59.77,77.49,4.9,18.2,7.0,66.64,0,1
3681,F,1,Ingenieria,Privado,11.56,13.85,7.67,69.86631623279405,19.345843197127763,40.22181509318732,59.78171410926279,9.18,60.51,9.93,40.63,65.39,Bajo,600,Financiamiento_familiar,Bajo,16.29323390413058,0,0,Puntual,58.31,69.87,82.25,45.61,7.0,8.86,1,1
3682,M,6,Negocios,Privado,16.33,17.8,17.32,43.51992493984355,5.838051110830174,13.915945537993624,20.50991985995999,15.07,23.59,31.0,51.78,86.99,Bajo,600,Beca_parcial,Muy_bajo,22.050405947080275,1,2,Impuntual,13.28,78.79,44.16,38.49,7.0,85.21,1,0
3683,F,1,Artes,Privado,12.75,11.75,7.63,35.087004173004445,54.80005072475328,53.88803162592016,80.0,21.31,0.0,87.44,38.65,62.0,Bajo,600,Beca_parcial,Bajo,9.099070302934333,1,1,Puntual,35.29,62.3,44.23,64.78,7.0,38.04,0,0
3684,M,4,Ingenieria,Publico,6.19,4.5,4.31,64.83091686925339,24.12882401145219,70.9117848910189,80.0,9.7,66.08,73.85,33.62,68.92,Medio,1200,Pago_directo,Bajo,20.636962747042983,1,2,Impuntual,16.56,51.76,62.78,66.0,7.0,16.04,0,0
3685,F,2,Ingenieria,Concertado,7.11,6.8,2.08,19.484899937907016,50.768373262927646,12.782468173784771,66.77330119797676,11.47,19.51,90.91,42.01,58.93,Medio,1200,Pago_directo,Bajo,4.471352731756946,1,2,Impuntual,27.88,47.16,41.82,72.0,7.0,0.0,0,0
3686,F,4,Ingenieria,Publico,8.95,8.66,3.75,68.81483547484153,6.191547635146382,0.4943400304152501,8.462280204519248,22.15,16.93,41.02,31.7,70.92,Muy_bajo,300,Pago_directo,Bajo,18.211379004774077,1,1,Impuntual,12.23,51.32,32.17,42.8,7.0,31.01,0,0
3687,F,2,Negocios,Concertado,13.17,14.79,10.3,43.1063515651942,76.45181995193605,59.20489060491238,80.0,13.21,18.55,31.24,52.92,72.3,Bajo,600,Beca_parcial,Bajo,2.4677120696608146,1,1,Impuntual,8.26,75.16,75.48,27.67,7.0,53.58,0,0
3688,M,1,Ingenieria,Privado,10.11,7.71,4.41,72.00465261385092,41.20917421819509,48.0368616796505,80.0,19.19,26.65,97.09,60.02,81.44,Medio,1200,Beca_parcial,Bajo,7.046550227816342,1,1,Impuntual,26.51,52.23,2.38,41.97,7.0,61.73,0,1
3689,M,2,Salud,Publico,15.75,13.7,11.78,16.129002484460734,0.7621003882409738,40.24699474287243,43.72144348619456,22.45,0.0,33.18,52.65,84.24,Bajo,600,Pago_directo,Bajo,9.13270009995493,1,1,Puntual,26.74,71.11,21.62,24.35,7.0,64.2,0,0
3690,M,2,Ciencias_Sociales,Concertado,11.02,10.21,6.88,74.88504608019407,38.08615057307036,36.48367100345888,74.80915585789802,13.71,53.7,0.0,38.75,59.94,Muy_bajo,300,Pago_directo,Bajo,4.954053143363943,1,1,Puntual,29.47,49.45,12.16,59.56,5.65,52.82,0,1
3691,F,3,Artes,Publico,10.85,8.96,15.96,55.030139357791214,63.17766693336193,39.80771712583949,80.0,2.62,65.85,77.01,55.22,63.24,Bajo,600,Pago_directo,Muy_bajo,5.375676583377433,0,0,Puntual,69.42,60.29,47.34,47.39,7.0,34.61,0,1
3692,F,4,Negocios,Publico,16.73,16.14,10.05,49.46628214419085,69.217526184308,29.966654136528142,80.0,19.72,5.85,11.92,47.34,76.03,Muy_bajo,300,Pago_directo,Muy_bajo,17.45819568080792,1,3,Impuntual,1.23,79.1,54.14,34.2,7.0,48.04,0,1
3693,F,2,Negocios,Concertado,14.06,12.62,11.21,33.76540155864059,36.90091411779662,6.58653812002572,47.98690115391981,19.63,0.0,66.79,52.16,71.99,Muy_bajo,300,Pago_directo,Bajo,3.3965208402829123,0,0,Puntual,56.45,77.61,76.99,54.9,7.0,91.68,0,1
3694,M,1,Salud,Publico,15.78,18.19,10.02,76.50519999725793,10.074920098913518,62.05791691670758,73.65989643869855,2.76,100.0,1.51,50.89,74.49,Bajo,600,Financiamiento_familiar,Bajo,22.897156705203194,0,0,Puntual,57.21,67.74,18.33,24.17,7.0,87.61,1,1
3695,M,3,Salud,Concertado,16.66,16.76,15.94,35.51357026492102,72.49359557096047,37.42671291336761,80.0,13.15,5.47,11.1,52.56,64.33,Bajo,600,Credito,Bajo,19.20874360321519,0,0,Puntual,59.95,68.01,20.1,38.4,7.0,71.33,0,1
3696,M,4,Salud,Publico,3.9,4.55,1.14,39.88343619580607,78.49363138673664,65.99634847641236,80.0,11.69,18.57,48.36,41.45,66.25,Muy_bajo,300,Financiamiento_familiar,Bajo,9.742506986518848,1,1,Impuntual,0.0,37.96,30.0,59.04,7.0,12.18,0,1
3697,F,8,Ciencias,Privado,11.7,13.3,1.21,62.519848686825,5.055512765379762,78.57765978250079,80.0,20.33,0.0,6.79,33.46,66.03,Medio,1200,Financiamiento_familiar,Bajo,16.068012253472492,0,0,Puntual,68.56,49.1,0.0,48.89,7.0,75.42,0,1
3698,F,4,Ciencias_Sociales,Publico,9.14,9.2,12.63,22.78739436901649,6.245424530733912,13.740004363292346,24.146885532379997,6.59,34.57,88.86,54.79,76.45,Alto,3000,Credito,Bajo,18.225818879534888,0,0,Puntual,100.0,54.39,27.79,47.99,7.0,19.79,0,1
3699,F,3,Ciencias_Sociales,Publico,19.2,18.94,13.82,23.319625025103345,45.24755797670515,63.47870519333757,80.0,10.23,21.26,69.99,57.39,73.97,Alto,3000,Pago_directo,Bajo,14.739619467005554,0,0,Puntual,96.89,74.25,8.06,23.6,7.0,2.78,0,1
3700,M,4,Negocios,Publico,12.35,12.78,7.8,62.0238150096976,42.712035906959926,78.20145627364022,80.0,14.51,14.01,32.82,41.27,58.13,Medio,1200,Beca_parcial,Bajo,15.690128761568483,0,0,Puntual,65.78,49.53,0.0,42.6,7.0,38.14,0,1
3701,F,7,Ciencias_Sociales,Privado,7.54,5.81,6.34,10.286383135208634,47.09237262222699,57.95496159219339,80.0,12.41,0.0,54.75,37.84,60.84,Bajo,600,Pago_directo,Muy_bajo,23.122847200050522,1,2,Impuntual,6.62,43.26,21.65,56.98,7.0,38.64,0,1
3702,F,6,Ciencias,Concertado,10.59,12.15,5.0,65.83716162344187,25.369009160041138,19.67751281636027,47.134805748047405,22.92,8.08,71.55,37.0,58.43,Muy_bajo,300,Beca_total,Bajo,22.036731247772224,1,3,Puntual,21.25,48.91,16.49,44.52,5.02,43.32,0,0
3703,M,2,Ciencias_Sociales,Concertado,8.96,9.64,4.22,50.014000664787865,4.0274458580603945,71.71886158148016,79.68551255959481,23.06,0.0,75.54,45.23,65.16,Medio,1200,Financiamiento_familiar,Bajo,23.263719781024278,1,12,Puntual,33.21,63.68,81.88,66.62,7.0,25.12,1,1
3704,F,2,Negocios,Publico,11.31,13.48,16.42,43.12670131226169,46.428091468293644,63.45782124571209,80.0,1.96,75.26,34.57,58.96,76.06,Muy_bajo,300,Pago_directo,Muy_bajo,22.146453244749843,1,3,Puntual,33.13,64.56,45.47,45.07,7.0,85.08,0,1
3705,F,2,Ingenieria,Publico,6.89,8.14,5.31,18.328750574390522,12.115645591726487,35.94475372074729,48.417593126031896,7.15,27.58,89.88,59.17,57.8,Muy_bajo,300,Beca_parcial,Bajo,17.220217830534246,0,0,Puntual,64.11,40.17,10.3,38.54,5.87,41.08,0,1
3706,F,3,Salud,Publico,12.13,11.08,11.67,62.9094535475527,27.30072903807119,45.805412900560476,75.91476684075266,0.18,100.0,94.18,58.91,65.57,Bajo,600,Financiamiento_familiar,Bajo,12.534486839970409,1,3,Puntual,25.3,54.28,6.7,36.62,7.0,13.01,1,1
3707,F,5,Ciencias_Sociales,Concertado,13.47,15.08,14.17,64.39624716069994,46.59593418454848,57.75377461325074,80.0,10.03,45.71,19.57,41.21,90.23,Muy_bajo,300,Beca_parcial,Bajo,12.332778724928389,1,12,Puntual,27.33,64.12,15.08,31.78,4.67,18.38,0,0
3708,M,3,Negocios,Publico,7.69,5.68,0.4,38.63534943012142,16.678925026650386,9.961656916815054,29.45176590574796,15.89,0.0,86.12,49.71,61.99,Medio,1200,Pago_directo,Bajo,19.631275078773765,1,2,Puntual,36.3,59.48,79.14,55.69,7.0,0.0,1,1
3709,M,1,Ciencias,Privado,7.2,5.28,0.61,31.133517988576706,43.39701960569993,74.15871499682467,80.0,11.31,8.65,66.27,43.65,53.91,Medio,1200,Pago_directo,Bajo,23.354528342329264,0,0,Puntual,71.6,42.7,27.44,58.98,7.0,37.43,0,1
3710,F,5,Salud,Concertado,12.92,14.92,6.0,19.692947001915186,57.17745384437073,78.99552897923917,80.0,1.61,62.8,83.81,46.56,78.55,Medio,1200,Pago_directo,Muy_bajo,2.7570479898067703,1,1,Puntual,35.87,79.38,91.15,32.18,7.0,14.48,0,0
3711,M,6,Ciencias,Publico,13.08,11.36,12.53,60.33872136713399,5.262431553568572,26.44259722833918,32.0894680340922,4.7,60.41,37.48,52.52,78.39,Medio,1200,Pago_directo,Bajo,22.088850602787304,0,0,Puntual,61.22,57.55,0.0,52.25,7.0,39.74,0,1
3712,F,2,Negocios,Publico,5.44,3.38,4.69,51.15615385013649,49.557786760195796,57.20679773546109,80.0,4.16,64.48,61.12,44.2,54.93,Muy_bajo,300,Pago_directo,Muy_bajo,21.25521590373128,1,12,Impuntual,0.0,50.2,73.78,43.15,7.0,88.59,1,0
3713,F,5,Ciencias,Concertado,6.13,8.51,0.03,16.530482349348617,40.75474460014998,33.704378004184655,78.62290815511558,12.27,0.0,23.54,43.3,74.27,Medio,1200,Beca_parcial,Bajo,2.9026524407916092,0,0,Puntual,70.46,48.39,40.65,40.02,7.0,77.56,0,1
3714,F,3,Negocios,Publico,6.59,6.15,5.19,63.55744637479206,7.795470755503864,2.2188117195986212,13.231981535669505,16.26,35.39,75.11,39.27,74.32,Bajo,600,Credito,Muy_bajo,16.918494706169593,0,0,Puntual,54.99,57.35,73.48,58.07,7.0,21.58,0,1
3715,Other,7,Ingenieria,Publico,3.93,5.16,1.62,70.57642506867677,56.50762481406631,76.6973506819973,80.0,7.59,62.93,58.17,43.58,43.76,Medio,1200,Financiamiento_familiar,Bajo,24.0,0,0,Puntual,69.67,38.68,54.22,63.1,7.0,4.02,0,1
3716,M,6,Negocios,Publico,3.79,5.03,3.95,4.73978101985967,24.871178023837352,11.385737913274347,40.19729433353255,3.13,19.6,48.09,40.56,48.99,Muy_bajo,300,Financiamiento_familiar,Bajo,21.884128856477616,0,0,Puntual,63.2,32.56,27.11,72.22,6.24,1.03,1,1
3717,M,4,Artes,Concertado,9.66,8.56,6.0,61.7936510419233,14.583751422215991,5.99548144115067,24.115552913118094,19.17,0.0,64.27,33.73,51.65,Medio,1200,Pago_directo,Bajo,2.667715252536582,0,0,Puntual,60.82,46.44,24.01,57.97,7.0,9.29,0,1
3718,M,5,Ingenieria,Concertado,7.71,5.71,2.31,68.2241546742122,22.596430451615284,66.97513455474854,80.0,20.6,21.34,55.23,41.79,60.08,Alto,3000,Credito,Muy_bajo,23.187667486067554,0,0,Puntual,100.0,51.51,52.15,49.16,7.0,5.63,0,1
3719,M,7,Ciencias_Sociales,Publico,13.65,11.94,12.71,79.32063195796376,43.69602181191087,2.709401024105631,46.62558978870418,6.64,71.93,76.54,56.19,59.69,Muy_bajo,300,Beca_parcial,Bajo,5.2584074175311475,1,3,Puntual,24.74,56.45,7.14,55.22,5.12,55.76,0,1
3720,M,3,Ciencias,Publico,5.83,5.33,4.61,19.008119914989354,46.404501413856984,55.030963558487755,80.0,10.1,0.0,85.84,40.89,61.03,Muy_bajo,300,Financiamiento_familiar,Bajo,2.665858217056189,0,0,Puntual,48.09,50.21,65.15,46.32,7.0,5.32,0,1
3721,M,2,Ciencias,Publico,7.61,9.89,11.9,29.68025641714022,13.572120381193082,74.40608429763721,80.0,1.97,59.34,80.06,53.07,61.21,Muy_bajo,300,Beca_parcial,Bajo,6.496746647303588,1,1,Impuntual,0.0,53.4,55.06,51.43,7.0,20.05,0,0
3722,F,5,Negocios,Concertado,14.9,14.31,10.78,77.29528737607032,74.93093677822603,32.49492937856936,80.0,5.46,73.97,30.75,43.59,60.13,Bajo,600,Financiamiento_familiar,Muy_bajo,12.278095918999709,1,2,Impuntual,19.82,60.96,17.29,34.02,7.0,0.0,0,1
3723,F,2,Ciencias,Publico,19.55,20.0,16.16,7.521244023486755,26.315488583439244,5.468117051788601,35.181325387681,18.41,0.0,97.61,70.54,73.36,Bajo,600,Financiamiento_familiar,Muy_bajo,19.82243880525174,0,0,Puntual,56.95,93.36,76.36,12.85,7.0,68.62,0,0
3724,M,3,Negocios,Publico,5.46,6.99,1.58,41.89662751318033,21.46325183209423,17.463397606223808,41.19212443138433,8.76,29.87,59.97,37.92,55.11,Medio,1200,Pago_directo,Bajo,7.740906851079806,1,1,Puntual,31.3,51.5,81.14,66.5,7.0,9.02,0,1
3725,M,6,Ingenieria,Privado,8.75,8.94,3.86,40.539566387031016,14.937824881592725,75.86592912234187,80.0,14.51,18.09,32.35,41.35,64.68,Bajo,600,Beca_total,Muy_bajo,10.307153849204187,0,0,Puntual,61.72,62.36,80.74,47.06,7.0,47.91,0,0
3726,F,5,Ciencias_Sociales,Privado,20.0,18.05,15.57,48.52381911049309,9.642174640566958,37.230883033198545,48.83585166182187,22.71,0.0,0.0,40.36,68.33,Bajo,600,Pago_directo,Bajo,3.8963518896287432,0,0,Puntual,53.84,83.23,48.44,25.52,7.0,37.02,0,0
3727,M,3,Ingenieria,Privado,19.22,20.0,14.8,26.463409187703206,78.56655325164685,43.3087993706271,80.0,17.37,3.81,98.81,52.5,81.02,Medio,1200,Beca_total,Bajo,7.837171746345574,0,0,Puntual,77.97,91.93,73.49,42.0,7.0,29.74,0,0
